track_id,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:01IpNtCBRCrPj91rgARPl3,"What Kind of Fool (Do You Think I Am)","The Year Is 1963","The Tams",2013-03-31,116560,25,false,jmlemmon,2020-09-19T18:16:03Z,"northern soul,motown","RKO Music",0.74,0.386,7,-13.701,0,0.0383,0.186,0,0.152,0.886,120.247,4
spotify:track:5JRzK1xoyi3LsUUNQq7XkN,"The Door Is Still Open to My Heart","The Very Best Of Dean Martin","Dean Martin",2014-02-03,172253,8,false,jmlemmon,2020-09-19T18:16:03Z,"christmas,adult standards,big band,swing music","Legacy Recordings",0.445,0.443,8,-13.587,0,0.0324,0.69,0.000186,0.0778,0.355,83.998,4
spotify:track:4hgeUQ9R4GQW5OzQEb7UAD,"You Really Got Me","One For The Road","The Kinks",1980-06-04,215026,0,false,jmlemmon,2020-09-19T18:16:03Z,"proto-punk,baroque pop","Koch Records",0.267,0.989,7,-6.056,1,0.207,0.00321,0.345,0.952,0.131,165.661,4
spotify:track:6udkthwgh4IvLMC82rpRa3,"The Shelter of Your Arms","The Essentials: Sammy Davis Jr.","Sammy Davis Jr.",2002,173106,5,false,jmlemmon,2020-09-19T18:16:03Z,"big band,swing music,adult standards,vocal jazz","Rhino/Warner Records",0.538,0.302,4,-11.986,1,0.0312,0.8,0,0.221,0.359,101.273,4
spotify:track:3Mx5QNZQtcCslLqyDV5zfy,"I'm So Proud","The Best Of The Impressions Featuring Curtis Mayfield","The Impressions",1997-01-01,168906,0,false,jmlemmon,2020-09-19T18:16:03Z,"motown,classic soul,soul,doo-wop","Universal Music",0.602,0.127,11,-16.772,1,0.0332,0.964,0.454,0.0774,0.301,86.457,3
spotify:track:4lvd9RUYyT5BGG1URmeUJz,"I Wanna Love Him So Bad","The Originals - Classic Hits from the 50's & 60's","The Jelly Beans",2012-03-13,167573,15,false,jmlemmon,2020-09-19T18:16:03Z,"northern soul,doo-wop","Warner Music Group - X5 Music Group",0.512,0.604,1,-6.008,1,0.113,0.433,0.00000186,0.0757,0.564,121.899,4
spotify:track:2doNDkhcXbuSFFiWmhoC9O,"Chug-A-Lug","King Of The Road","Roger Miller",2008-11-17,121346,8,false,jmlemmon,2020-09-19T18:16:03Z,"classic country","Sony/ATV Europe Ltd",0.702,0.407,11,-11.302,1,0.0881,0.657,0.00012,0.164,0.782,172.035,4
spotify:track:20iH1uibQIUqNFk3wzG7AG,"Dang Me","Super Hits","Roger Miller",1996,102400,44,false,jmlemmon,2020-09-19T18:16:03Z,"classic country","Epic/Nashville",0.564,0.378,9,-14.468,1,0.168,0.705,0.000716,0.0723,0.687,197.325,4
spotify:track:45WsonDrEYoMw4l9LM73aA,"Cotton Candy","Music To Watch Girls By","Al Hirt",2000-01-10,136600,8,false,jmlemmon,2020-09-19T18:16:03Z,"","RCA Victor",0.663,0.724,3,-11.227,1,0.0553,0.574,0.933,0.108,0.949,148.146,4
spotify:track:76DYqAyIQU6dQ5vZEnWSUO,"(You Don't Know) How Glad I Am","Nancy Wilson Love Songs","Nancy Wilson",2006-01-01,158040,8,false,jmlemmon,2020-09-19T18:16:03Z,"vocal jazz,jazz,jazz ballads","Capitol Records",0.39,0.424,5,-10.135,1,0.0335,0.832,0.000175,0.345,0.606,49.824,3
spotify:track:4OncTbCLRRozq30FZfx2Tc,"Money (That's What I Want)","The Best of The Kingsmen","The Kingsmen",2006-01-31,139546,34,false,jmlemmon,2020-09-19T18:16:03Z,"proto-punk,garage rock","Kingsmen Int'l Licensing, Inc.",0.549,0.706,11,-10.06,1,0.0341,0.747,0.00889,0.142,0.975,135.905,4
spotify:track:43bDrMjPotNX8EdQRsS3tb,"Don't Throw Your Love Away","Memories Volume 1","The Searchers",2009-01-01,134413,0,false,jmlemmon,2020-09-19T18:16:03Z,"","Universal Music AB",0.58,0.716,6,-6.648,1,0.0391,0.339,0.000695,0.0519,0.9,121.099,4
spotify:track:7ELCHRPilJ81IlnzM1MLGQ,"Hi-Heel Sneakers","Hi-Heel Sneakers","Tommy Tucker",2016-01-29,166257,0,false,jmlemmon,2020-09-19T18:16:03Z,"blues,classic blues","exclusiv for streaming partners",0.588,0.345,0,-14.55,1,0.0525,0.533,0.000307,0.0907,0.799,83.828,4
spotify:track:59Wteib5laG5QaesogzM6R,"How Do You Do It","How Do You Do It","Gerry & The Pacemakers",2012-03-21,112982,0,false,jmlemmon,2020-09-19T18:16:03Z,"","Dance Plant Records Inc",0.587,0.621,9,-7.936,1,0.032,0.48,0.0000298,0.264,0.895,142.854,4
spotify:track:2j8kT7d7d1zzCwFh2X5XnL,"Walk - Don't Run '64","Back To Back","The Ventures",1998-09-07,124760,0,false,jmlemmon,2020-09-19T18:16:03Z,"surf rock","Parlophone UK",0.431,0.909,5,-6.093,1,0.032,0.222,0.00707,0.27,0.962,155.672,4
spotify:track:31Tu7CYaHMZZ6yQxV1WsEb,"Do You Love Me","Glad All Over","The Dave Clark Five",2016-01-29,160976,0,false,jmlemmon,2020-09-19T18:16:03Z,"","exclusiv for streaming partners",0.433,0.948,2,-6.664,1,0.0494,0.048,0,0.0741,0.884,140.899,4
spotify:track:2k9Y55qnpR3zJaME822aMz,"Haunted House","Haunted House:The Complete Jumpin' Gene Simmons on Hi Records","Gene Simmons",2001-05-28,154280,0,false,jmlemmon,2020-09-19T18:16:03Z,"rockabilly,psychobilly","Demon",0.614,0.519,9,-9.494,1,0.0527,0.678,0.000186,0.0709,0.981,193.708,4
spotify:track:1tG3zCppK6MN013nd36B3E,"Steal Away","The Best Of Jimmy Hughes","Jimmy Hughes",2008-01-01,147426,29,false,jmlemmon,2020-09-19T18:16:03Z,"northern soul,soul,classic soul","EMI",0.583,0.508,4,-5.952,1,0.0282,0.54,0.00175,0.153,0.499,93.848,3
spotify:track:63nTBScSLXWwyeizXi9Rmi,"I Saw Her Standing There - Remastered","Please Please Me (Remastered)","The Beatles",1963-03-22,173946,1,false,jmlemmon,2020-09-19T18:16:03Z,"classic rock,psychedelic rock","EMI Catalogue",0.491,0.801,4,-9.835,1,0.0361,0.27,0,0.0665,0.971,160.109,4
spotify:track:78Uz5O2o00RpnNNlvOMl7K,"A Fool Never Learns - Single Version","The Essential Andy Williams","Andy Williams",2013-05-13,121786,12,false,jmlemmon,2020-09-19T18:16:03Z,"christmas,adult standards","Columbia/Legacy",0.542,0.706,5,-9.038,1,0.0318,0.778,0.0000121,0.363,0.755,98.348,4
spotify:track:78zoGOrE0MXpQtAnbpBdwP,"Bad to Me","Pure 60s","Billy J. Kramer;The Dakotas",2007-09-24,141173,1,false,jmlemmon,2020-09-19T18:16:03Z,"indorock","Parlophone UK",0.648,0.58,2,-7.744,1,0.051,0.673,0,0.0975,0.789,127.072,4
spotify:track:5SomMOlLNSgENjeuorjekf,"There! I've Said It Again","Blue Velvet - Greatest Hits","Bobby Vinton",2011-03-01,143893,0,false,jmlemmon,2020-09-19T18:16:03Z,"doo-wop,adult standards","Master Classics Records",0.286,0.281,4,-9.771,1,0.0292,0.788,0,0.136,0.356,76.318,4
spotify:track:0iA3xXSkSCiJywKyo1UKjQ,"Louie Louie","The Best of The Kingsmen","The Kingsmen",2006-01-31,165381,61,false,jmlemmon,2020-09-19T18:16:03Z,"proto-punk,garage rock","Kingsmen Int'l Licensing, Inc.",0.623,0.709,1,-9.818,0,0.0636,0.102,0,0.0967,0.948,122.394,4
spotify:track:5jj8AVXbaonJkNSLdHy4Fh,"Needles and Pins","Memories Volume 2","The Searchers",2009-01-01,131065,4,false,jmlemmon,2020-09-19T18:16:03Z,"","Universal Music AB",0.515,0.961,9,-5.275,1,0.0458,0.0065,0.0000544,0.0578,0.88,124.363,4
spotify:track:34LPBFgdSO6y1CDqawq3OH,"Wooly Bully","60's Gold","Sam The Sham & The Pharaohs",2006-01-01,139760,0,false,jmlemmon,2020-09-19T18:16:03Z,"","Universal Music",0.597,0.616,7,-10.873,1,0.0679,0.723,0.00000301,0.247,0.585,140.045,4
spotify:track:3iP5XlPuXXprNLypi4u3UW,"634-5789","Atlantic Top 60: Sweat-Soaked Soul Classics","Wilson Pickett",2007-10-30,178586,13,false,jmlemmon,2020-09-19T18:16:03Z,"motown,classic soul,soul,northern soul","Rhino Atlantic",0.648,0.388,2,-11.92,1,0.0405,0.31,0.000726,0.792,0.766,103.243,4
spotify:track:39SPEYQseYuAvjDbI7IXYw,"Shapes Of Things","The Yardbirds Story, Part 1","The Yardbirds",2001,145960,0,false,jmlemmon,2020-09-19T18:16:03Z,"psychedelic rock,acid rock,blues rock","Charly Records",0.432,0.823,0,-9.216,1,0.116,0.249,0.00639,0.0953,0.38,132.212,4
spotify:track:4hXzTmvm8WqsOCeH0Qm0KT,"Zorba The Greek","Going Places","Herb Alpert & The Tijuana Brass",1965,264760,0,false,jmlemmon,2020-09-19T18:16:03Z,"adult standards,exotica","High Coin",0.618,0.67,5,-11.105,1,0.261,0.128,0.144,0.0659,0.235,87.809,4
spotify:track:13DfCbNY3bV8jeZ0ZpJyiq,"Hungry","The Essential Paul Revere & The Raiders","Paul Revere & The Raiders",2011-03-15,176613,15,false,jmlemmon,2020-09-19T18:16:03Z,"proto-punk,garage rock","Columbia/Legacy",0.552,0.616,10,-10.332,1,0.0407,0.0812,0,0.201,0.565,131.151,4
spotify:track:6NqtddM4j4X9dG75yOmy0S,"Yellow Submarine - Remastered","Yellow Submarine (Remastered)","The Beatles",1969-01-17,159720,0,false,jmlemmon,2020-09-19T18:16:03Z,"classic rock,psychedelic rock","EMI Catalogue",0.605,0.536,1,-10.069,1,0.0421,0.518,0,0.528,0.688,110.849,4
spotify:track:2XOpZ2wkHPA2vxKO0FgdBg,"I Fought the Law","Never To Be Forgotten - The Mustang Years","The Bobby Fuller Four",1998,138600,30,false,jmlemmon,2020-09-19T18:16:03Z,"","Rhino",0.631,0.713,7,-10.267,1,0.0356,0.0847,0.00000286,0.0605,0.942,148.461,4
spotify:track:5I64UYgubCUzwfDoTHM2im,"The More I See You","100 Essential Hits - 60s","Chris Montez",2010-01-01,159493,0,false,jmlemmon,2020-09-19T18:16:03Z,"","Brunswick",0.701,0.546,3,-9.228,1,0.0313,0.648,0,0.0962,0.591,124.154,4
spotify:track:61Qh466Q63M4uckeYrYeal,"She's Just My Style - Remastered","The Best Of Gary Lewis And The Playboys","Gary Lewis & The Playboys",2011-01-01,188293,26,false,jmlemmon,2020-09-19T18:16:03Z,"","Capitol Records",0.44,0.634,9,-9.327,1,0.0284,0.14,0.0000389,0.147,0.861,147.827,4
spotify:track:31H9OOLpFNgpOmXwODORAJ,"Baby, Scratch My Back","Greatest Blues Essentials","Slim Harpo",2012-04-15,173600,6,false,jmlemmon,2020-09-19T18:16:03Z,"classic blues,blues","Vintage Masters Inc.",0.801,0.458,5,-11.681,1,0.0537,0.797,0.573,0.0604,0.924,122.851,4
spotify:track:6PaoF0aLOd9XVaD4NUS1Ta,"Dandy","Herman's Hermits Retrospective","Herman's Hermits",1966-01-01,122226,21,false,jmlemmon,2020-09-19T18:16:03Z,"","ABKCO Music and Records, Inc.",0.586,0.609,2,-8.558,1,0.0287,0.0177,0,0.123,0.556,92.043,4
spotify:track:1OpY6W5UY8xkfrnl3hlMJy,"Nowhere Man - Remastered","Rubber Soul (Remastered)","The Beatles",1965-12-03,163693,0,false,jmlemmon,2020-09-19T18:16:03Z,"classic rock,psychedelic rock","EMI Catalogue",0.534,0.624,4,-9.589,1,0.0462,0.00797,0,0.128,0.687,121.402,4
spotify:track:6lazLV13sV8VNGJTjL4Zeu,"Black Is Black","Black Is Black","Los Bravos",2000,176600,54,false,jmlemmon,2020-09-19T18:16:03Z,"","Legacy Recordings",0.575,0.843,2,-5.931,1,0.0584,0.239,0.00000516,0.0764,0.858,128.169,4
spotify:track:6UV56NeghLqgjMp1eZfbUD,"Five O'clock World","Five O'clock World","The Vogues",1966,135582,40,false,jmlemmon,2020-09-19T18:16:03Z,"doo-wop","Dance Plant Records Inc",0.507,0.782,9,-6.48,1,0.0345,0.582,0,0.213,0.854,126.793,4
spotify:track:6o2FF4ArSHzLaLNxWxUndK,"You Baby","Save the Turtles: the Turtles Greatest Hits","The Turtles",2009-04-21,138493,26,false,jmlemmon,2020-09-19T18:16:03Z,"","FloEdCo",0.547,0.766,11,-5.706,1,0.0775,0.0431,0.144,0.184,0.886,135.263,4
spotify:track:7zd7QV2lCDGGmwOxMiULVY,"Woman","The Ultimate Peter And Gordon","Peter And Gordon",2001-02-04,147826,38,false,jmlemmon,2020-09-19T18:16:03Z,"","Parlophone UK",0.392,0.552,11,-9.217,1,0.0335,0.0621,0.00467,0.0818,0.53,108.621,4
spotify:track:4dp3AbYKyxOJNXC8Wq4PpJ,"Oh How Happy","Land of 1000 Dances - Songs of the 60's","Shades Of Blue",2005-01-01,132173,14,false,jmlemmon,2020-09-19T18:16:03Z,"","K-Tel",0.537,0.298,9,-14.78,1,0.0337,0.601,0.712,0.211,0.604,88.188,4
spotify:track:1ZKUYz41HzyKhMVMPLq0N6,"Seesaw","The Very Best Of The 60's - Remember The Time Vol.3","Don Covay",2012-08-31,178253,0,false,jmlemmon,2020-09-19T18:16:03Z,"","Basti",0.762,0.529,2,-8.815,1,0.0799,0.177,0,0.314,0.696,134.896,4
spotify:track:2RRRBtD3T3QWHxgZEZxqbO,"Guantanamera","Total 60s","The Sandpipers",2010-01-01,191600,0,false,jmlemmon,2020-09-19T18:16:03Z,"","Universal Music AS",0.593,0.257,2,-13.513,1,0.0331,0.945,0.00499,0.139,0.568,103.218,4
spotify:track:7BkAlVpGwXXl3sYNn5OoJ7,"Rainy Day Women #12 & 35","Blonde On Blonde","Bob Dylan",1966-06-20,277383,46,false,jmlemmon,2020-09-19T18:16:03Z,"folk rock,folk,singer-songwriter,roots rock","Columbia",0.556,0.592,5,-7.378,1,0.0337,0.458,0,0.0637,0.587,94.887,4
spotify:track:2bnXaVCpIbQRdTx7GolF0u,"My World Is Empty Without You","The Definitive Collection","The Supremes",2009-01-09,153720,0,false,jmlemmon,2020-09-19T18:16:03Z,"motown,northern soul,classic soul,soul","Universal Music Ltd.",0.452,0.743,6,-7.031,0,0.0939,0.241,0,0.0936,0.852,88.985,4
spotify:track:5WNcnqDpO5asMaDIthIcu1,"Gloria","Gloria","The Shadows Of Knight",1966,157333,40,false,jmlemmon,2020-09-19T18:16:03Z,"garage rock,proto-punk,acid rock,psychedelic rock","Rhino Atlantic",0.681,0.519,9,-10.549,1,0.0317,0.0535,0.000729,0.138,0.73,120.221,4
spotify:track:2pw36KAhXcFPmYaPHmuMNd,"Barbara Ann - Single Version / Remastered 2001","The Very Best Of The Beach Boys: Sounds Of Summer","The Beach Boys",2003-01-01,128089,43,false,jmlemmon,2020-09-19T18:16:03Z,"baroque pop","Capitol Records",0.594,0.553,6,-8.885,1,0.0342,0.327,0,0.241,0.94,79.033,4
spotify:track:64HTTmNuE6Pf6dSbM6nlcs,"Love Is A Hurtin' Thing - 2006 Digital Remaster","The Very Best Of Lou Rawls","Lou Rawls",2006-06-06,134893,0,false,jmlemmon,2020-09-19T18:16:03Z,"philly soul,classic soul,soul blues","Capitol Records",0.584,0.464,3,-9.617,1,0.0246,0.321,0.00000839,0.108,0.715,91.244,4
spotify:track:7gszRpvZNR2s2jsRQQL8sH,"Message to Michael","Sings Burt Bacharach","Dionne Warwick",2011-08-30,188093,7,false,jmlemmon,2020-09-19T18:16:03Z,"","Intermusic - X5 Music Group",0.575,0.294,1,-9.026,1,0.0244,0.785,0.000027,0.138,0.408,91.789,4
spotify:track:5GR1Jj5ahZtoR6WqyM5LP4,"Working in the Coal Mine","The New Lee Dorsey","Lee Dorsey",2000-11-28,169933,41,false,jmlemmon,2020-09-19T18:16:03Z,"northern soul","Arista",0.766,0.493,3,-8.571,1,0.0689,0.691,0,0.0556,0.921,142.764,4
spotify:track:2HDEkoYlzMerG5TdGDiGgE,"Cherry Cherry - 2011 Remastered Mono","The Very Best of Neil Diamond","Neil Diamond",2011-12-05,163213,0,false,jmlemmon,2020-09-19T18:16:03Z,"","Columbia/Legacy",0.502,0.724,8,-5.556,1,0.0285,0.00651,0.0000337,0.0577,0.875,84.17,4
spotify:track:6Nte8b3D1O3Eg0JRkg7FoI,"Don't Mess With Bill","Doo Wop Golden Oldies Vol 2","The Marvelettes",2011-02-08,172759,0,false,jmlemmon,2020-09-19T18:16:03Z,"motown,northern soul,doo-wop,classic soul","Old Gold Media",0.673,0.537,2,-10.579,1,0.0324,0.29,0,0.0856,0.557,116.172,4
spotify:track:3wI6Wilx0UQqZYq7D6CqaQ,"Almost Persuaded","Country 100","David Houston",2009-09-25,174040,8,false,jmlemmon,2020-09-19T18:16:03Z,"classic country,traditional country,country christian","Sony Music Entertainment",0.313,0.23,8,-15.202,1,0.0332,0.897,0.0000103,0.102,0.335,132.198,5
spotify:track:1IYn7ytdb8byvHKS7S3Cat,"Somewhere, My Love (Lara's Theme from ""Doctor Zhivago"")","SOMEWHERE MY LOVE (Love Theme from ""Dr. Zhivago"") And Other Great Hits","The Ray Conniff Singers",1987-09-15,148626,41,false,jmlemmon,2020-09-19T18:16:03Z,"christmas,orchestral,easy listening","Columbia",0.477,0.259,7,-16.096,1,0.0264,0.867,0,0.238,0.374,88.59,3
spotify:track:7yWGMadqhpXu9J6wPaq4wW,"Coming On Strong - Single Version","The Definitive Collection","Brenda Lee",2006-01-01,122640,0,false,jmlemmon,2020-09-19T18:16:03Z,"christmas","Universal Music",0.554,0.382,0,-13.601,1,0.0382,0.291,0,0.492,0.785,149.806,4
spotify:track:2SSMbMqXcv8mECBoSSYRPV,"The Pied Piper","You Were on My Mind","Crispian St. Peters",2012-01-01,150933,23,false,jmlemmon,2020-09-19T18:16:03Z,"","The Entertainers",0.823,0.406,11,-16.694,1,0.0568,0.703,0,0.154,0.972,125.465,4
spotify:track:0U3ScKLYkUBw9VlH6UdBHD,"Love Makes The World Go Round","Sweet Soul Music","Deon Jackson",2003-05-01,148240,0,false,jmlemmon,2020-09-19T18:16:03Z,"northern soul,classic soul","K-tel",0.628,0.288,5,-14.768,0,0.0677,0.906,0,0.254,0.585,119.131,4
spotify:track:09iaEsfYrkmg3YGGDuWvxr,"Just Like Me","Pop Classics Of The 60's","Paul Revere;The Raiders",1989-04-25,140973,13,false,jmlemmon,2020-09-19T18:16:03Z,"hardstyle","Columbia",0.588,0.594,0,-13.07,1,0.0475,0.303,0.0000102,0.578,0.937,127.513,4
spotify:track:5DkgAX62bM7gwYpOGtOGfK,"No Matter What Shape (Your Stomach's In)","Lost Hits Of The 60's (All Original Artists & Versions)","The T-Bones",2010-01-01,136853,33,false,jmlemmon,2020-09-19T18:16:03Z,"","Capitol Records",0.786,0.803,0,-12.7,1,0.0313,0.257,0.793,0.044,0.964,125.841,4
spotify:track:1hc15G5b894pI571047PLK,"Beauty Is Only Skin Deep","The Best of the Temptations","The Temptations",2012-11-11,164533,14,false,jmlemmon,2020-09-19T18:16:03Z,"motown,classic soul,soul","Carter Lane - OMiP",0.72,0.624,0,-9.148,1,0.0358,0.0477,0,0.141,0.92,119.16,4
spotify:track:5JcaA4A9ZoXthwEnxOxWvP,"Psychotic Reaction","Psychotic Reaction","Count Five",1966-01-01,185523,52,false,jmlemmon,2020-09-19T18:16:03Z,"proto-punk,psychedelic rock,garage rock,acid rock","The Bicycle Music Company",0.358,0.753,11,-6.641,1,0.0986,0.000259,0.0199,0.266,0.688,164.896,4
spotify:track:4anUinKv803lyDD1vaSXhU,"Wipe Out - Hit Version / Extended Ending","The Best Of The Surfaris","The Surfaris",2008-01-01,157760,49,false,jmlemmon,2020-09-19T18:16:03Z,"surf rock","Geffen",0.336,0.636,0,-13.785,1,0.0374,0.385,0.909,0.414,0.521,152.423,4
spotify:track:22ftjSfzNqzPK4v5og4OGy,"19th Nervous Breakdown","GRRR! (Deluxe Version)","The Rolling Stones",2012-01-01,237120,0,false,jmlemmon,2020-09-19T18:16:03Z,"classic rock,rock","Universal Music New Zealand Limited",0.482,0.78,4,-8.895,1,0.0364,0.0128,0.0349,0.225,0.825,96.398,4
spotify:track:2ULL3VZf4WwBKO4vjwT7Bg,"Sloop John B","Pet Sounds (Original Mono & Stereo Mix)","The Beach Boys",1966-06-16,180133,53,false,jmlemmon,2020-09-19T18:16:03Z,"baroque pop","Capitol Records",0.567,0.745,8,-5.412,1,0.0264,0.402,0,0.0795,0.903,125.575,4
spotify:track:6LLK7hZgXFYi5Jk4oRQvAl,"Bang Bang (My Baby Shot Me Down) - Single Version","Bang Bang: The Early Years","Cher",1999-01-01,166173,34,false,jmlemmon,2020-09-19T18:16:03Z,"","Capitol Records",0.418,0.383,7,-12.789,0,0.0294,0.223,0.00000552,0.212,0.878,167.049,4
spotify:track:3afRkFsUO8Tc1zu8P1VNtV,"Uptight (Everything's Alright) - Single Version","Essential Stevie Wonder","Stevie Wonder",1987,176840,0,false,jmlemmon,2020-09-19T18:16:03Z,"motown,classic soul,soul","Motown Records, a Division of UMG Recordings, Inc.",0.598,0.703,5,-8.126,0,0.0297,0.176,0,0.135,0.897,133.29,4
spotify:track:7ggOcfcCbyX8IWIWPEdT1x,"Barefootin'","Introduction To Robert Parker","Robert Parker",2006-10-12,157172,24,false,jmlemmon,2020-09-19T18:16:03Z,"northern soul","Fuel 2000",0.734,0.477,6,-10.822,1,0.0485,0.409,0.000662,0.0768,0.939,145.188,4
spotify:track:26Y0BO1IsZVctCrGRIcip1,"Did You Ever Have to Make up Your Mind?","Playlist: The Very Best Of The Lovin' Spoonful","The Lovin' Spoonful",2008-08-19,118453,15,false,jmlemmon,2020-09-19T18:16:03Z,"folk rock","Buddah/Legacy",0.79,0.514,2,-8.884,1,0.0336,0.782,0,0.231,0.961,120.227,4
spotify:track:03VXrViYqJpdhuBEV0p0ak,"Homeward Bound","Parsley, Sage, Rosemary And Thyme","Simon & Garfunkel",1966-10-10,149613,0,false,jmlemmon,2020-09-19T18:16:03Z,"folk rock,folk","Columbia",0.485,0.38,3,-11.773,1,0.034,0.829,0,0.103,0.531,92.933,4
spotify:track:3LmGDDfqP2ewNZbJJuqpVV,"Lady Godiva","This Is... 1966","Peter And Gordon",2008-08-11,146333,0,false,jmlemmon,2020-09-19T18:16:03Z,"","EMI Gold",0.569,0.526,8,-8.324,1,0.03,0.741,0,0.0568,0.742,62.455,4
spotify:track:39CGrUZUozjtjgAASzzB56,"The Sounds of Silence","Greatest Hits","Simon & Garfunkel",1972-06-14,184880,0,false,jmlemmon,2020-09-19T18:16:03Z,"folk rock,folk","Legacy Recordings",0.436,0.375,6,-13.856,1,0.0284,0.165,0,0.294,0.49,107.386,4
spotify:track:2BlaUfBTbWG50DoZHBD1uV,"Secret Agent Man","Greatest Hits","Johnny Rivers",1998-01-01,185493,0,false,jmlemmon,2020-09-19T18:16:03Z,"","Shout Factory",0.539,0.452,4,-16.838,0,0.0461,0.0238,0.0197,0.944,0.928,163.101,4
spotify:track:7ukKSwsBuk85fJeHTSKfMw,"Cryin' Time (feat. Ray Charles)","Duets","Barbra Streisand;Ray Charles",2002-11-26,137640,30,false,jmlemmon,2020-09-19T18:16:03Z,"adult standards,soul,soul blues,blues,classic soul,vocal jazz","Columbia/Legacy",0.405,0.369,8,-8.799,1,0.0323,0.808,0,0.274,0.355,84.463,3
spotify:track:30gUUK7Vwn9W5sWViA80bb,"I Am a Rock","Greatest Hits","Simon & Garfunkel",1972-06-14,170120,0,false,jmlemmon,2020-09-19T18:16:03Z,"folk rock,folk","Legacy Recordings",0.661,0.614,0,-10.305,1,0.0386,0.433,0.00000871,0.105,0.762,113.904,4
spotify:track:226EXK5tPVsqaZ2y9RACR0,"Elusive Butterfly","Best Of","Bob Lind",1993-01-01,168533,43,false,jmlemmon,2020-09-19T18:16:03Z,"baroque pop","Blue Note Records",0.577,0.621,3,-8.217,1,0.0262,0.099,0,0.0945,0.78,94.982,4
spotify:track:4z17FY23Bi8bt3n0TXA6SS,"Dirty Water","Fever Pitch (Original Motion Picture Soundtrack)","The Standells",2005-01-01,169160,0,false,jmlemmon,2020-09-19T18:16:03Z,"proto-punk,garage rock","Bulletproof Entertainment/Fontana North",0.651,0.819,4,-4.889,1,0.0403,0.0284,0,0.0654,0.781,143.382,4
spotify:track:654QGpjz6eN1XR63mkCpAd,"Ain't Too Proud To Beg","The Definitive Collection","The Temptations",2008-01-01,153120,0,false,jmlemmon,2020-09-19T18:16:03Z,"motown,classic soul,soul","Universal Music Group",0.77,0.611,0,-9.244,1,0.0507,0.43,0,0.0649,0.942,119.311,4
spotify:track:5kJ5SOyRrDRS8KYBxzg9iJ,"I'm So Lonesome I Could Cry","I'm So Lonesome I Could Cry","B.J. Thomas",2005,190306,0,false,jmlemmon,2020-09-19T18:16:03Z,"","Gusto Records",0.398,0.175,7,-15.62,1,0.0293,0.638,0.0249,0.0918,0.249,78.682,3
spotify:track:6H8WMHCov3QGaPLbpOMpcJ,"I'm Your Puppet","Shake A Tail Feather! The Best Of James And Bobby Purify","James & Bobby Purify",2002-03-26,179960,50,false,jmlemmon,2020-09-19T18:16:03Z,"northern soul,motown,classic soul","Legacy Recordings",0.706,0.516,10,-8.378,1,0.032,0.103,0.00107,0.551,0.748,94.428,4
spotify:track:5puwriABoYtww2C89txaCc,"Bus Stop","The Best of the Hollies","The Hollies",1986-03-01,174640,43,false,jmlemmon,2020-09-19T18:16:03Z,"","Parlophone UK",0.601,0.698,4,-8.708,0,0.0313,0.103,0,0.0893,0.787,136.263,4
spotify:track:6huU7kH11qu59yPeKwERsL,"Sweet Pea","Greatest Hits - The Original ABC Hit Recordings","Tommy Roe",1993-01-01,134893,27,false,jmlemmon,2020-09-19T18:16:03Z,"bubblegum pop","Geffen*",0.646,0.562,4,-12.399,1,0.0356,0.0534,0.00000854,0.0513,0.964,119.329,4
spotify:track:41IOFD9RMoMGOliWjUYJdG,"Hooray For Hazel","Greatest Hits - The Original ABC Hit Recordings","Tommy Roe",1993-01-01,151040,14,false,jmlemmon,2020-09-19T18:16:03Z,"bubblegum pop","Geffen*",0.719,0.567,9,-13.379,1,0.0364,0.157,0,0.0533,0.917,115.997,4
spotify:track:7i4rIZqwNg4wtmYO6SDKru,"Time Won't Let Me","Capitol Collectors Series","The Outsiders",1991-01-01,181733,42,false,jmlemmon,2020-09-19T18:16:03Z,"northern soul,garage rock","Capitol Records",0.438,0.425,11,-20.396,0,0.0307,0.35,0.0000403,0.48,0.841,150.238,4
spotify:track:20AiJSOZoo5gjZuQgXzvKK,"Daydream","50 Summer Hits","The Lovin' Spoonful",2009-06-11,139093,0,false,jmlemmon,2020-09-19T18:16:03Z,"folk rock","Sony Music Entertainment",0.822,0.332,1,-11.369,1,0.0506,0.834,0,0.11,0.834,110.802,4
spotify:track:4wfK7KMFTFMNDDfKDe1aWi,"Walk Away Renee","There's Gonna Be A Storm - The Complete Recordings 1966-1969","The Left Banke",1992-01-01,162906,33,false,jmlemmon,2020-09-19T18:16:03Z,"baroque pop","Island Mercury",0.474,0.436,9,-11.715,1,0.0284,0.254,0,0.294,0.588,118.314,4
spotify:track:2J7mEWgMCkgRVLWzlEM30h,"B-A-B-Y","Birth Of A Soul Legend","Carla Thomas",2011-02-15,176506,0,false,jmlemmon,2020-09-19T18:16:03Z,"soul,classic soul,motown,northern soul","Classic Music International",0.733,0.309,8,-11.544,1,0.0457,0.403,0,0.0905,0.655,113.537,4
