track_id,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2aIdVb8v9KTpEZnftkz2mD,"Buy U a Drank (Shawty Snappin') (feat. Yung Joc)","Epiphany","T-Pain;Yung Joc",2007-06-05,227960,2,false,jmlemmon,2020-09-20T15:58:01Z,"crunk,southern hip hop","Jive",0.451,0.55,1,-8.137,1,0.262,0.0108,0,0.0737,0.594,80.001,4
spotify:track:0ZUo4YjG4saFnEJhdWp9Bt,"Before He Cheats","Some Hearts","Carrie Underwood",2005-11-14,199939,78,false,jmlemmon,2020-09-20T15:58:01Z,"country","Arista",0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,4
spotify:track:4RCWB3V8V0dignt99LZ8vH,"Hey There Delilah","All That We Needed","Plain White T's",2005-01-25,232533,81,false,jmlemmon,2020-09-20T15:58:01Z,"","Fearless Records",0.658,0.291,2,-10.572,1,0.0292,0.872,0,0.114,0.295,103.962,4
spotify:track:4xAk8Lw82G3YoVSOdVAsBx,"I Wanna Love You","Konvicted","Akon;Snoop Dogg",2006,247066,0,true,jmlemmon,2020-09-20T15:58:01Z,"g-funk,west coast hip hop,gangster rap,old school hip hop,hip hop,rap","Konvict/Upfront/SRC/Universal Records",0.866,0.454,0,-9.383,1,0.0414,0.0373,0.00000149,0.275,0.368,99.985,4
spotify:track:5AtFypwxB2ShXSxNj12dEd,"Say It Right","Loose","Nelly Furtado",2006-01-01,223080,0,false,jmlemmon,2020-09-20T15:58:01Z,"","Mosley / Geffen",0.871,0.869,1,-6.308,1,0.139,0.0409,0.00111,0.053,0.834,116.95,4
spotify:track:4KTtYhxFtFL7mBwnjkKfLm,"Glamorous","The Dutchess","Fergie;Ludacris",2006-09-13,246573,72,true,jmlemmon,2020-09-20T15:58:01Z,"southern hip hop","Will I Am / Fergie LP1",0.81,0.755,0,-6.408,1,0.199,0.291,0,0.0857,0.625,130.991,4
spotify:track:7I6DceMT3utDOHjcYCbrr4,"Don't Matter","Konvicted","Akon",2006-01-01,293053,79,true,jmlemmon,2020-09-20T15:58:01Z,"","Konvict/Upfront/SRC/Universal Records",0.798,0.443,2,-6.062,1,0.0402,0.244,0,0.326,0.354,125.231,4
spotify:track:5HbCnVLXRyZVxnreOPgJCK,"Girlfriend","The Best Damn Thing","Avril Lavigne",2007-04-17,216600,4,true,jmlemmon,2020-09-20T15:58:01Z,"","RCA Records Label",0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,4
spotify:track:1lHXlGlve5Zx8tXLhyjDwM,"Makes Me Wonder","It Won't Be Soon Before Long.","Maroon 5",2007-01-01,211080,65,true,jmlemmon,2020-09-20T15:58:01Z,"pop","Interscope Records*",0.803,0.852,7,-2.429,1,0.0357,0.00484,0.000331,0.0576,0.878,113.998,4
spotify:track:5kGCh49aqeRMkEOhQ9mcrW,"Party Like A Rock Star","Party Like A Rockstar","SHOP BOYZ",2007-01-01,253000,45,true,jmlemmon,2020-09-20T15:58:01Z,"","Universal (MT)",0.611,0.689,7,-4.976,1,0.041,0.00455,0,0.514,0.704,144.992,4
spotify:track:0AA6zq5ArZ1sSH7VIMi4NK,"This Is Why I'm Hot","Music Is My Savior","MiMS",2007-01-01,253706,61,true,jmlemmon,2020-09-20T15:58:01Z,"","Capitol Records",0.621,0.6,8,-6.349,1,0.576,0.277,0,0.495,0.485,80.021,4
spotify:track:0wIhWLNLIOmzQ89B3rtTd3,"It's Not Over","Daughtry","Daughtry",2006-11-20,215026,55,false,jmlemmon,2020-09-20T15:58:01Z,"post-grunge","RCA Records Label",0.426,0.92,10,-3.243,0,0.0599,0.0559,0,0.245,0.296,145.944,4
spotify:track:2bLqfJjuC5syrsgDsZfGmn,"The Way I Are","Shock Value","Timbaland;Keri Hilson;D.O.E.",2007-01-01,179120,86,false,jmlemmon,2020-09-20T15:58:01Z,"","Interscope/Blackground Records",0.729,0.807,6,-6.492,1,0.0936,0.181,0.75,0.319,0.765,114.742,4
spotify:track:1D066zixBwqFYqBhKgdPzp,"Fergalicious","The Dutchess","Fergie;will.i.am",2006-09-13,292373,70,true,jmlemmon,2020-09-20T15:58:01Z,"","Will I Am / Fergie LP1",0.906,0.583,8,-7.721,0,0.317,0.0569,0,0.126,0.829,129.056,4
spotify:track:66TRwr5uJwPt15mfFkzhbi,"Crank That (Soulja Boy)","souljaboytellem.com","Soulja Boy",2007-01-01,221933,78,false,jmlemmon,2020-09-20T15:58:01Z,"","Collipark / Interscope",0.733,0.74,0,-2.18,1,0.0905,0.513,0,0.0468,0.799,140.2,4
spotify:track:0wbDgMuAoy7O7pL3a69uZx,"Give It To Me","Shock Value","Timbaland;Justin Timberlake;Nelly Furtado",2007-04-02,234026,78,true,jmlemmon,2020-09-20T15:58:01Z,"","Interscope/Blackground Records",0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621,4
spotify:track:4ZrEjG3Vef85NTve8ptC9Q,"What Goes Around.../...Comes Around (Interlude)","FutureSex/LoveSounds Deluxe Edition","Justin Timberlake",2006-09-13,448533,57,false,jmlemmon,2020-09-20T15:58:01Z,"","Jive",0.685,0.725,7,-4.791,1,0.177,0.13,0.000925,0.592,0.381,75.996,4
spotify:track:2Lhdl74nwwVGOE2Gv35QuK,"Cupid's Chokehold / Breakfast in America","The Papercut Chronicles","Gym Class Heroes",2005-02-22,243773,80,false,jmlemmon,2020-09-20T15:58:01Z,"","Decaydance/Fueled By Ramen/ATL",0.72,0.744,1,-6.938,0,0.12,0.237,0,0.255,0.619,78.953,4
spotify:track:2nXWKf0GXbFby4posGqEht,"Home","Daughtry","Daughtry",2006-11-20,255666,52,false,jmlemmon,2020-09-20T15:58:01Z,"post-grunge","RCA Records Label",0.444,0.85,6,-3.888,1,0.0363,0.00197,0.000002,0.198,0.337,143.973,4
spotify:track:13X42np3KJr0o2LkK1MG76,"My Love","FutureSex/LoveSounds","Justin Timberlake;T.I.",2006-09-12,276160,0,false,jmlemmon,2020-09-20T15:58:01Z,"southern hip hop","Jive",0.771,0.676,4,-6.018,0,0.223,0.285,0.00000449,0.546,0.804,119.997,4
spotify:track:6C7RJEIUDqKkJRZVWdkfkH,"Stronger","Graduation","Kanye West",2007-09-11,311866,9,true,jmlemmon,2020-09-20T15:58:01Z,"rap","Universal/Island Def Jam",0.625,0.726,10,-7.731,0,0.155,0.00728,0,0.318,0.483,103.98,4
spotify:track:1qrJeqZbxsYyL3UV3mL7gM,"We Fly High","Hustler's P.O.M.E. (Product Of My Environment)","Jim Jones",2006-11-07,236080,0,true,jmlemmon,2020-09-20T15:58:01Z,"east coast hip hop","Koch Records",0.684,0.797,1,-6.61,1,0.295,0.0809,0,0.0966,0.482,120.177,5
spotify:track:6cSQSGa2tFufkTdlKs2TKN,"U + Ur Hand","I'm Not Dead","P!nk",2006-03-31,214386,0,true,jmlemmon,2020-09-20T15:58:01Z,"","LaFace Records",0.706,0.889,0,-3.692,1,0.0556,0.00125,0,0.033,0.882,141.025,4
spotify:track:6lSylu4qTmLBGQB1zp5oCi,"Walk It Out","Beat'n Down Yo Block","Unk",2006-10-03,173040,0,true,jmlemmon,2020-09-20T15:58:01Z,"crunk,southern hip hop","eOne Music",0.794,0.777,1,-3.696,0,0.0813,0.0982,0,0.202,0.706,160.022,4
spotify:track:67D9O4Oau629qirRXtTWCS,"Beautiful Girls","Sean Kingston","Sean Kingston",2008-03-11,241933,67,false,jmlemmon,2020-09-20T15:58:01Z,"","Epic/Beluga Heights",0.745,0.666,9,-5.899,1,0.0566,0.159,0,0.302,0.708,129.995,4
spotify:track:1oagRT7LfpVlNJN6FSZDGp,"This Ain't A Scene, It's An Arms Race","Infinity On High","Fall Out Boy",2007-01-01,212040,72,false,jmlemmon,2020-09-20T15:58:01Z,"emo,pop punk","Island Records",0.435,0.887,9,-4.07,1,0.0637,0.000747,0,0.0327,0.408,199.939,4
spotify:track:5kxddRG1RZaZROadk7iC4D,"Bartender (feat. Akon)","Epiphany","T-Pain;Akon",2007-06-05,238800,1,true,jmlemmon,2020-09-20T15:58:01Z,"","Jive",0.675,0.394,8,-8.539,1,0.133,0.0611,0,0.214,0.405,104.987,4
spotify:track:6vs9xToxh23nXF8sucqnfP,"Pop, Lock & Drop It","Pop, Lock & Drop It (Main Version)","Huey",2006-09-26,263240,0,true,jmlemmon,2020-09-20T15:58:01Z,"crunk","Jive",0.745,0.568,0,-8.332,1,0.164,0.000756,0,0.159,0.493,144.14,4
spotify:track:3QnEp4rluCxUwgpXT43jmC,"Runaway Love","Release Therapy","Ludacris;Mary J. Blige",2006-01-01,280680,50,true,jmlemmon,2020-09-20T15:58:01Z,"southern hip hop,r&b","Disturbing Tha Peace Recordings, Inc.",0.405,0.721,1,-6.97,1,0.283,0.329,0,0.252,0.815,92.854,4
spotify:track:6n9yCXvLhnYMgJIiIcMu7D,"Rockstar","All the Right Reasons (Special Edition)","Nickelback",2005-09-26,252040,66,false,jmlemmon,2020-09-20T15:58:01Z,"post-grunge,rock","Roadrunner Records",0.616,0.91,0,-3.004,1,0.0386,0.0459,0,0.343,0.693,144.072,4
spotify:track:3Zwu2K0Qa5sT6teCCHPShP,"Thnks fr th Mmrs","Infinity On High","Fall Out Boy",2007-01-01,203506,81,false,jmlemmon,2020-09-20T15:58:01Z,"emo,pop punk","Island Records",0.46,0.892,10,-5.046,0,0.0619,0.0051,0,0.106,0.59,154.844,4
spotify:track:18lR4BzEs7e3qzc0KVkTpU,"What I've Done","Minutes to Midnight","Linkin Park",2007-05-14,205226,86,false,jmlemmon,2020-09-20T15:58:01Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.627,0.935,5,-4.882,1,0.0324,0.0092,0,0.147,0.287,120.092,4
spotify:track:1MBM7CyZbwJpVbbZJnHHRg,"Summer Love","FutureSex/LoveSounds","Justin Timberlake",2006-09-12,252973,77,false,jmlemmon,2020-09-20T15:58:01Z,"","Jive",0.606,0.591,0,-7.228,0,0.087,0.0756,0,0.328,0.477,95.802,4
spotify:track:5Y77SQxEr1eiofPeUTPHxM,"You","Street Love","Lloyd;Lil Wayne",2007-01-01,273133,83,false,jmlemmon,2020-09-20T15:58:01Z,"r&b,rap,hip hop","I.G. Records, Inc./Universal Records",0.412,0.876,5,-6.008,0,0.472,0.102,0,0.297,0.706,130.21,5
spotify:track:0U969xYNlAyfzi8P1TaO7u,"Wait for You","Elliott Yamin","Elliott Yamin",2007-03-23,261320,61,false,jmlemmon,2020-09-20T15:58:01Z,"","Hickory/Sony ATV/RSM/RED",0.764,0.487,0,-6.734,1,0.0281,0.25,0,0.184,0.352,116.027,4
spotify:track:3Cn1FSSTXeQ7hCfrbizrD0,"Last Night","Just Like You","Keyshia Cole;Diddy",2007-01-01,255773,56,false,jmlemmon,2020-09-20T15:58:01Z,"r&b,hip hop,east coast hip hop","Geffen",0.916,0.848,3,-5.034,0,0.0637,0.166,0.000204,0.0859,0.974,121.004,4
spotify:track:1Ji8DhJGIQuV9kBiTgcChh,"Make It Rain","Me, Myself & I","Fat Joe;Lil Wayne",2006-11-14,247413,0,true,jmlemmon,2020-09-20T15:58:01Z,"east coast hip hop,rap,hip hop","Terror Squad Entertainment",0.744,0.697,11,-5.063,0,0.197,0.0106,0,0.0842,0.767,149.28,4
spotify:track:0YkJU6TjjwzsVXUPRIO0DB,"Make Me Better","From Nothin' To Somethin' (Bonus Track Version)","Fabolous;Ne-Yo",2007-01-01,253573,63,true,jmlemmon,2020-09-20T15:58:01Z,"","Fabolous / Desert Storm",0.596,0.599,11,-6.886,1,0.107,0.328,0,0.199,0.561,86.471,4
spotify:track:5qhlC4Rzals34zxovrPzKp,"Ice Box","21","Omarion",2006-12-26,256426,60,false,jmlemmon,2020-09-20T15:58:01Z,"r&b","Sony Urban/Epic",0.775,0.731,8,-5.446,1,0.134,0.189,0,0.129,0.821,131.105,4
spotify:track:4V2F0DZrAXOWq9hkwMMG3x,"Lost Without U","The Evolution of Robin Thicke","Robin Thicke",2006-01-01,254146,65,false,jmlemmon,2020-09-20T15:58:01Z,"","The Neptunes",0.664,0.351,0,-12.136,1,0.118,0.226,0.00000238,0.106,0.816,113.204,5
spotify:track:6w1DBbA8akxHPiBQ6nAyJq,"I'm a Flirt Remix (feat. T.I. & T-Pain)","The Essential R. Kelly","R. Kelly;T.I.;T-Pain",2014-05-19,330600,61,true,jmlemmon,2020-09-20T15:58:01Z,"r&b,southern hip hop","Jive/Legacy",0.835,0.571,8,-4.771,0,0.102,0.0716,0,0.0604,0.902,138.038,4
spotify:track:44w63XqGr3sATAzOnOySgF,"If Everyone Cared","All the Right Reasons (Special Edition)","Nickelback",2005-09-26,218013,54,false,jmlemmon,2020-09-20T15:58:01Z,"post-grunge,rock","Roadrunner Records",0.519,0.85,6,-4.678,0,0.0354,0.000246,0.014,0.279,0.211,132.022,4
spotify:track:2a03afRiyAbNAleOByVju4,"Get It Shawty","Street Love","Lloyd",2007-01-01,209533,67,false,jmlemmon,2020-09-20T15:58:01Z,"r&b","I.G. Records, Inc./Universal Records",0.822,0.906,5,-4.031,0,0.24,0.123,0,0.0496,0.656,128.014,4
spotify:track:4wzjNqjKAKDU82e8uMhzmr,"Face Down","Don't You Fake It","The Red Jumpsuit Apparatus",2006-01-01,192000,77,false,jmlemmon,2020-09-20T15:58:01Z,"pop punk,emo","Virgin Records",0.545,0.932,7,-2.189,0,0.0399,0.000665,0,0.127,0.464,92.956,4
spotify:track:68Zq7PMcPIQE8ol1x3gAqw,"The Way I Live","Across The Water","Baby Boy Da Prince;Boosie Badazz",2006-01-01,324906,58,true,jmlemmon,2020-09-20T15:58:01Z,"southern hip hop,crunk","Universal Records",0.88,0.438,0,-7.562,1,0.248,0.0147,0,0.0907,0.714,90.02,4
spotify:track:4F55RCGuM477OjznpYGhYz,"Shortie Like Mine (feat. Chris Brown & Johntá Austin)","Playlist: The Very Best Of Bow Wow","Bow Wow;Chris Brown;Johnta Austin",2010-07-27,267506,46,false,jmlemmon,2020-09-20T15:58:01Z,"r&b","Columbia/Legacy",0.763,0.629,7,-8.66,0,0.225,0.0891,0,0.169,0.709,142.149,4
spotify:track:1FMHNVeJ9s1x1l1WlaRs2I,"It Ends Tonight","Move Along","The All-American Rejects",2005-07-12,244826,54,false,jmlemmon,2020-09-20T15:58:01Z,"pop punk,emo","Interscope",0.454,0.636,0,-4.731,1,0.0273,0.00228,0,0.154,0.313,87.89,4
spotify:track:6MnFB3qurhmGs1xdjrz5Bg,"A Bay Bay - Single Version","A Bay Bay","Hurricane Chris",2007-06-19,257120,0,false,jmlemmon,2020-09-20T15:58:01Z,"southern hip hop,crunk","J Records",0.577,0.668,6,-4.884,1,0.514,0.105,0,0.0924,0.702,60.709,3
spotify:track:6CFPFnS9EcLs2I0nWqtWci,"Because Of You","Because Of You","Ne-Yo",2007-01-01,266840,79,false,jmlemmon,2020-09-20T15:58:01Z,"","Def Soul",0.81,0.538,0,-5.783,0,0.0357,0.53,0,0.0951,0.832,109.97,4
spotify:track:2elA6JLRaQ6iB7hxiuTKN4,"I Tried","Strength & Loyalty","Bone Thugs-N-Harmony;Akon",2007,287480,65,true,jmlemmon,2020-09-20T15:58:01Z,"gangster rap,old school hip hop,g-funk","Full Surfiz / Interscope",0.727,0.71,4,-6.142,1,0.0742,0.0104,0,0.107,0.378,81.995,4
spotify:track:5wQnmLuC1W7ATsArWACrgW,"Welcome to the Black Parade","The Black Parade","My Chemical Romance",2006-10-20,311106,81,false,jmlemmon,2020-09-20T15:58:01Z,"emo,pop punk","Reprise",0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,4
spotify:track:0mYoKqA23wUUj7BTEgNzjg,"Shawty (feat. T Pain)","The Real Testament","Plies;T-Pain",2007-08-06,255413,64,true,jmlemmon,2020-09-20T15:58:01Z,"southern hip hop","Atlantic/Slip N' Slide",0.444,0.708,4,-5.926,0,0.126,0.0419,0,0.0775,0.26,105.412,5
spotify:track:2P5cIXejqLpHDQeCHAbbBG,"Beautiful Liar","Beautiful Liar","Beyoncé;Shakira",2007-03-26,201520,52,false,jmlemmon,2020-09-20T15:58:01Z,"latin pop","Columbia",0.763,0.756,8,-3.926,1,0.0685,0.00595,0.000247,0.173,0.38,92.004,4
spotify:track:0O45fw2L5vsWpdsOdXwNAR,"SexyBack (feat. Timbaland)","FutureSex/LoveSounds","Justin Timberlake;Timbaland",2006-09-12,242733,86,true,jmlemmon,2020-09-20T15:58:01Z,"","Jive",0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,4
spotify:track:58Mmq9tDlN7jiUqmvugggD,"Keep Holding On","Keep Holding On","Avril Lavigne",2006-11-27,239453,0,false,jmlemmon,2020-09-20T15:58:01Z,"","RCA Records Label",0.274,0.808,7,-2.678,1,0.0346,0.0382,0,0.198,0.131,161.104,3
spotify:track:2RqZFOLOnzVmHUX7ZMcaES,"Let It Go","Just Like You","Keyshia Cole;Missy Elliott;Lil' Kim",2007-01-01,238333,68,false,jmlemmon,2020-09-20T15:58:01Z,"r&b,hip hop,east coast hip hop","Geffen",0.806,0.721,1,-5.167,1,0.215,0.197,0,0.209,0.781,94.966,4
spotify:track:1NrJYpdAi7uosDRPmSYrsG,"Apologize","Dreaming Out Loud","OneRepublic",2007-01-01,208106,70,false,jmlemmon,2020-09-20T15:58:01Z,"soft pop","Mosley / Interscope",0.593,0.74,8,-6.12,1,0.0339,0.363,0.0000222,0.102,0.502,118.008,4
spotify:track:0rFOs9paloAvEtzwDX1Kmc,"Bubbly","Coco","Colbie Caillat",2007-01-01,196280,68,false,jmlemmon,2020-09-20T15:58:01Z,"","Universal Records",0.697,0.474,9,-6.663,1,0.0351,0.603,0,0.11,0.249,127.904,4
spotify:track:358bOvBiZCS9fRzNYosw6c,"Like a Boy","The Evolution","Ciara",2006,237053,67,false,jmlemmon,2020-09-20T15:58:01Z,"","LaFace Records",0.701,0.724,0,-5.751,0,0.145,0.267,0,0.0867,0.425,132.035,4
spotify:track:7FpoD2ZlcBSj05rEHSZoiB,"Who Knew","I'm Not Dead","P!nk",2006-03-31,208493,0,false,jmlemmon,2020-09-20T15:58:01Z,"","LaFace Records",0.691,0.749,9,-4.567,1,0.0274,0.00559,0,0.0762,0.473,140.014,4
spotify:track:24y3tSyLdRbpVsKhQrR2oj,"Never Again","My December","Kelly Clarkson",2007,217293,46,false,jmlemmon,2020-09-20T15:58:01Z,"christmas","19 Recordings",0.514,0.91,7,-2.978,0,0.0714,0.00168,0.00187,0.224,0.472,145.907,4
spotify:track:1pLdjo3lOBbMaoR4ZpybFH,"Promise","The Evolution","Ciara",2006,267413,63,false,jmlemmon,2020-09-20T15:58:01Z,"","LaFace Records",0.697,0.629,9,-5.757,1,0.0425,0.409,0.0000038,0.0819,0.439,123.279,4
spotify:track:6TlRNJaezOdzdECnQeRuMM,"Bed","Back Of My Lac'","J. Holiday",2007-01-01,275106,65,false,jmlemmon,2020-09-20T15:58:01Z,"r&b","Capitol Records",0.676,0.606,5,-7.268,0,0.051,0.17,0,0.058,0.722,127.927,4
spotify:track:6SmPPtaMnfxgz5duA6t9Cu,"Throw Some D's","Rich Boy","Rich Boy;Polow Da Don",2007-01-01,263920,60,true,jmlemmon,2020-09-20T15:58:01Z,"southern hip hop,crunk","Zone 4 / Rich Boy / IGA",0.697,0.86,11,-5.181,1,0.43,0.0368,0,0.0721,0.433,160.895,4
spotify:track:1L5tZi0izXsi5Kk5OJf4W0,"Rehab","Back To Black","Amy Winehouse",2006-10-27,213760,71,false,jmlemmon,2020-09-20T15:58:01Z,"","Universal-Island Records Ltd.",0.434,0.872,0,-2.974,1,0.0702,0.0473,0.00000183,0.396,0.732,71.515,4
spotify:track:3tCDjKseLQJhShfbeg4m7K,"Big Shit Poppin","When the North & South Collide Part 2","Jeezy;Fabolous",2007-08-07,224066,18,false,jmlemmon,2020-09-20T15:58:01Z,"southern hip hop,crunk,rap,gangster rap","Makin Moves Entertainment (BCD Music Group)",0.607,0.764,8,-6.932,1,0.339,0.493,0,0.386,0.412,84.517,4
spotify:track:4ZoffM8qkSNg9uwLq3DQY7,"No One","No One - EP","Alicia Keys",2007-09-11,254173,47,false,jmlemmon,2020-09-20T15:58:01Z,"r&b,neo soul","J Records",0.641,0.552,1,-5.423,0,0.0283,0.027,0.00000463,0.148,0.152,90.098,4
spotify:track:6GIrIt2M39wEGwjCQjGChX,"The Great Escape","Boys Like Girls","BOYS LIKE GIRLS",2007-08-31,206520,61,false,jmlemmon,2020-09-20T15:58:01Z,"pop punk,emo","Columbia",0.423,0.94,1,-4.012,0,0.0635,0.00166,0,0.178,0.505,149.934,4
spotify:track:5THuNkdzhodt7AQCgM3aST,"2 Step","Beat'n Down Yo Block (Deluxe)","Unk",2007-09-25,195800,0,true,jmlemmon,2020-09-20T15:58:01Z,"crunk,southern hip hop","eOne Music",0.761,0.725,9,-4.414,1,0.0758,0.0483,0,0.306,0.666,76.989,4
spotify:track:0Sc9UwBpChiRKRF8DKvWKZ,"Walk Away (Remember Me) (feat. The DEY)","Paula DeAnda","Paula DeAnda;The DEY",2006-06-01,238160,55,false,jmlemmon,2020-09-20T15:58:01Z,"","Arista",0.672,0.585,0,-5.797,1,0.0582,0.192,0,0.156,0.834,77.998,4
spotify:track:03b1NUHnoavfpLLKcEMfIb,"Go Getta","The Inspiration","Jeezy;R. Kelly",2006-01-01,229346,54,true,jmlemmon,2020-09-20T15:58:01Z,"southern hip hop,crunk,rap,gangster rap,r&b","Def Jam Recordings",0.392,0.751,3,-6.586,0,0.155,0.105,0,0.15,0.438,173.825,4
spotify:track:4z1gmF4S1YsTj1pxiU47Qx,"Here (In Your Arms)","Zombies! Aliens! Vampires! Dinosaurs! And More!","Hellogoodbye",2008-01-01,240546,1,false,jmlemmon,2020-09-20T15:58:01Z,"","Drive Thru Records",0.699,0.612,5,-6.786,1,0.037,0.171,0.00265,0.268,0.79,126.042,4
spotify:track:3bsoEOP4NHEoeVbAAYdbaU,"On the Hotline","Late Night Special","Pretty Ricky",2007-01-22,242586,63,false,jmlemmon,2020-09-20T15:58:01Z,"r&b","Atlantic Records",0.687,0.871,6,-5.469,1,0.171,0.0133,0,0.122,0.629,92.998,4
spotify:track:1GeECVH4Msg1zLm8DExkbH,"Wind It Up","The Sweet Escape","Gwen Stefani",2006-01-01,189586,57,false,jmlemmon,2020-09-20T15:58:01Z,"","Interscope",0.961,0.9,8,-6.874,1,0.0679,0.309,0.000199,0.354,0.95,120.008,4
spotify:track:27mhCGdAA8gM7b33KIiB3k,"Cyclone (feat. T-Pain)","Cyclone (feat. T-Pain)","Baby Bash;T-Pain",2007-04-05,222026,56,false,jmlemmon,2020-09-20T15:58:01Z,"","Arista",0.641,0.72,11,-4.326,1,0.0552,0.0102,0,0.154,0.578,77.969,4
spotify:track:4PgtB6Sul8WDTRZCe5e8St,"Break It Off","A Girl Like Me","Rihanna;Sean Paul",2006-04-10,213373,56,false,jmlemmon,2020-09-20T15:58:01Z,"dancehall","Def Jam Recordings",0.897,0.738,10,-5.314,0,0.228,0.0166,0,0.0573,0.798,133.966,4
spotify:track:40Fp6pxcS9l08kL1R50mR4,"First Time","Who We Are","Lifehouse",2007,203640,57,false,jmlemmon,2020-09-20T15:58:01Z,"post-grunge","Geffen",0.442,0.952,3,-2.214,1,0.0541,0.0000241,0,0.205,0.505,130.682,4
spotify:track:36Hwcla06Q5BCr59CL0sBp,"Ayo Technology","Curtis","50 Cent;Justin Timberlake;Timbaland",2007-01-01,247946,82,true,jmlemmon,2020-09-20T15:58:01Z,"old school hip hop,east coast hip hop","Aftermath/Shady",0.63,0.782,8,-5.44,0,0.132,0.0828,0,0.034,0.418,140.144,4
spotify:track:3LGeYNY9aWQuBJovOOowqm,"Outta My System (feat. T-Pain & Johntá Austin)","The Price Of Fame","Bow Wow;T-Pain;Johnta Austin",2006-12-18,238266,58,false,jmlemmon,2020-09-20T15:58:01Z,"r&b","Sony Urban Music/Columbia",0.772,0.59,6,-6.957,1,0.183,0.0917,0,0.101,0.743,83.998,4
spotify:track:7zMcNqs55Mxer82bvZFkpg,"Teardrops On My Guitar - Radio Single Remix","Taylor Swift","Taylor Swift",2006-10-24,203040,59,false,jmlemmon,2020-09-20T15:58:01Z,"","Taylor Swift",0.621,0.417,10,-6.941,1,0.0231,0.288,0,0.119,0.289,99.953,4
spotify:track:4Tn2llBm1g0UlWctmgPL8Z,"Shut Up And Drive","Good Girl Gone Bad: Reloaded","Rihanna",2008-06-02,212280,73,false,jmlemmon,2020-09-20T15:58:01Z,"","Def Jam Recordings",0.734,0.826,1,-4.909,1,0.0349,0.00101,0.129,0.197,0.74,132.96,4
spotify:track:2aibwv5hGXSgw7Yru8IYTO,"Snow (Hey Oh)","Stadium Arcadium","Red Hot Chili Peppers",2006-05-09,334666,84,false,jmlemmon,2020-09-20T15:58:01Z,"funk rock,alternative rock,rock","Warner Records",0.427,0.9,11,-3.674,1,0.0499,0.116,0.0000175,0.119,0.599,104.655,4
spotify:track:544wx7ulaLbPEecrnYr5uZ,"Kiss Kiss (feat. T-Pain)","Exclusive","Chris Brown;T-Pain",2007-11-01,250666,0,false,jmlemmon,2020-09-20T15:58:01Z,"r&b","Jive",0.738,0.673,10,-3.377,0,0.205,0.0463,0,0.0604,0.565,140.068,4
spotify:track:0G53JYumT2vVxRGOtROlXk,"Far Away","All the Right Reasons (Special Edition)","Nickelback",2005-09-26,238173,47,false,jmlemmon,2020-09-20T15:58:01Z,"post-grunge,rock","Roadrunner Records",0.518,0.797,6,-5.153,1,0.0309,0.000681,0,0.107,0.293,132.918,4
spotify:track:6OH5Y0HMDVdXH7sLMorgT2,"Rock Yo Hips (feat. Lil Scrappy) - Main","The Crunk Recordings: Hits From The Pioneers And Players Of Crunk","Crime Mob;Lil Scrappy",2009-06-16,228786,29,true,jmlemmon,2020-09-20T15:58:01Z,"crunk,southern hip hop","Reprise",0.859,0.623,6,-7.089,1,0.113,0.0814,0,0.298,0.78,77.511,4
spotify:track:62cYasTwBy6Y7pstdSTmHu,"LoveStoned / I Think She Knows Interlude","FutureSex/LoveSounds Deluxe Edition","Justin Timberlake",2006-09-13,444373,48,false,jmlemmon,2020-09-20T15:58:01Z,"","Jive",0.863,0.707,10,-6.243,0,0.0585,0.335,0.000117,0.283,0.849,121.256,4
spotify:track:10fddGyyeUquZZ2uPTjD7P,"Better Than Me","Extreme Behavior","Hinder",2005-01-01,223533,66,false,jmlemmon,2020-09-20T15:58:01Z,"post-grunge","Universal Records",0.449,0.682,2,-5.295,0,0.029,0.205,0,0.175,0.254,139.924,4
spotify:track:28IEbk5a7twNTbUEvWslUb,"Paralyzer","Them Vs. You Vs. Me (Deluxe Edition)","Finger Eleven",2007-01-01,208106,79,false,jmlemmon,2020-09-20T15:58:01Z,"","The Bicycle Music Company",0.644,0.939,11,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031,4
spotify:track:3J58iVk8OXYAGG4YvOKG8u,"That's That Shit","Sexual Eruption","Snoop Dogg;R. Kelly",2008-01-01,257813,54,true,jmlemmon,2020-09-20T15:58:01Z,"g-funk,west coast hip hop,gangster rap,old school hip hop,hip hop,rap,r&b","Geffen",0.866,0.619,9,-4.774,0,0.19,0.0202,0,0.0371,0.733,82.05,4
spotify:track:6OSmeoh8kXhCfz9WqvzDoJ,"Same Girl (with Usher)","Double Up","R. Kelly;USHER",2007-05-25,252933,64,true,jmlemmon,2020-09-20T15:58:01Z,"r&b","Jive",0.717,0.583,1,-5.008,1,0.146,0.506,0,0.0821,0.816,139.76,4
